Episode,Score,MaxTile,Moves,Duration_Sec,N_Empty,N_Max,N_Snake,N_Merge,N_Corner,N_Neigh,P_Empty,P_Max,P_Snake,P_Merge,P_Corner,P_Neigh
6441,16268,1024,969,3.0969,56.03036,76.71186,55.70805,14.72989,65.75985,33.83883,22.73406,97.48115,85.18038,23.66684,66.10349,56.2361
6442,12100,1024,706,2.2479,56.03442,76.71842,55.71331,14.73131,65.77228,33.84184,22.73741,97.49455,85.19263,23.66914,66.12138,56.24146
6443,7308,512,511,1.6558,56.03726,76.72133,55.71516,14.73117,65.77787,33.84317,22.7404,97.50559,85.20263,23.6718,66.13866,56.24514
6444,6356,512,429,1.3866,56.04349,76.72983,55.722,14.73221,65.79298,33.84661,22.74127,97.50889,85.20577,23.67284,66.14457,56.24676
6445,30604,2048,1551,4.7015,56.04228,76.72746,55.71786,14.73332,65.79264,33.84445,22.7545,97.57352,85.26449,23.68576,66.20969,56.27887
6446,7856,512,527,1.727,56.044,76.73092,55.72009,14.73237,65.7975,33.84512,22.7571,97.58285,85.27344,23.68787,66.22517,56.28287
6447,8712,512,589,1.8123,56.04552,76.73375,55.72196,14.7322,65.79904,33.84628,22.76075,97.59813,85.28747,23.69025,66.25152,56.2889
6448,5620,256,443,1.4209,56.04764,76.73586,55.72317,14.73166,65.80425,33.84538,22.76288,97.6055,85.29545,23.69248,66.26577,56.29275
6449,10904,512,705,2.2108,56.04779,76.73612,55.7228,14.73296,65.79929,33.84577,22.76762,97.62477,85.3146,23.69653,66.3008,56.30004
6450,9104,512,576,1.7739,56.05219,76.74029,55.72542,14.73414,65.80393,33.84752,22.77166,97.64069,85.32879,23.69923,66.31281,56.30847
6451,7280,512,508,1.5849,56.05383,76.74103,55.72544,14.73431,65.80885,33.84659,22.77451,97.65245,85.33982,23.70082,66.32145,56.31649
6452,5740,512,410,1.3405,56.0584,76.74712,55.73035,14.73515,65.82239,33.84851,22.77535,97.65592,85.34276,23.70132,66.32761,56.31756
6453,15808,1024,938,2.8923,56.05817,76.74967,55.73172,14.73642,65.82367,33.84917,22.78226,97.68258,85.36984,23.70643,66.37091,56.33087
6454,14932,1024,880,2.7924,56.06421,76.75887,55.73967,14.7368,65.84023,33.8527,22.78577,97.6974,85.38437,23.70987,66.39722,56.33775
6455,1492,128,157,0.5002,56.06421,76.75873,55.73961,14.73688,65.8394,33.85256,22.78598,97.69838,85.38537,23.70997,66.39945,56.33808
6456,26416,2048,1353,4.3235,56.06847,76.77098,55.74871,14.7365,65.8582,33.85727,22.79371,97.73123,85.41694,23.7172,66.45356,56.35284
6457,5808,512,418,1.3183,56.06908,76.77131,55.74882,14.73673,65.85711,33.85739,22.79569,97.74008,85.42497,23.71891,66.46961,56.35566
6458,16252,1024,965,3.0662,56.07423,76.77865,55.75429,14.73779,65.87083,33.85952,22.80159,97.76421,85.44706,23.72431,66.50904,56.36605
6459,12456,1024,752,2.3278,56.0798,76.78782,55.76145,14.73849,65.88603,33.86275,22.80432,97.78032,85.46147,23.7272,66.53401,56.3723
6460,7624,512,540,1.6895,56.08288,76.79428,55.76692,14.73851,65.89774,33.86535,22.80553,97.787,85.4679,23.72811,66.54588,56.37533
6461,3296,256,276,0.8891,56.08468,76.79722,55.76989,14.73868,65.90178,33.86658,22.80579,97.78835,85.46914,23.72781,66.54873,56.37587
6462,14784,1024,856,2.7093,56.08858,76.80373,55.77512,14.7391,65.91386,33.87041,22.80988,97.8068,85.48537,23.73199,66.57581,56.38232
6463,26288,2048,1350,4.3112,56.10064,76.82745,55.79462,14.74272,65.95295,33.88016,22.81663,97.83572,85.51398,23.73789,66.62392,56.39466
6464,5284,256,402,1.2534,56.10211,76.8289,55.79534,14.74405,65.95525,33.8809,22.8182,97.84434,85.5224,23.74002,66.64067,56.39695
6465,16184,1024,953,2.9914,56.11073,76.84209,55.80541,14.74617,65.98054,33.88653,22.82295,97.86673,85.54407,23.74452,66.67701,56.40816
6466,12428,1024,750,2.4181,56.11793,76.85352,55.8141,14.74724,65.9984,33.89044,22.82638,97.87861,85.55538,23.74707,66.69785,56.41285
6467,12476,1024,747,2.4445,56.12409,76.86418,55.82154,14.74699,66.00962,33.89377,22.82913,97.88691,85.56376,23.75019,66.71258,56.41663
6468,14688,1024,867,2.8222,56.13078,76.87601,55.8313,14.74714,66.03047,33.89819,22.83235,97.90054,85.57625,23.75414,66.73488,56.42189
6469,7240,512,505,1.6404,56.13636,76.88433,55.83809,14.7475,66.04726,33.90114,22.83275,97.90234,85.57801,23.75463,66.73837,56.42265
6470,12192,1024,723,2.352,56.14395,76.89525,55.84581,14.74887,66.06606,33.9043,22.83578,97.9136,85.58792,23.75765,66.7567,56.42662
6471,14852,1024,875,2.8231,56.14646,76.90259,55.8514,14.74911,66.07671,33.90734,22.84077,97.93399,85.60651,23.76256,66.79028,56.43446
6472,12420,1024,753,2.4067,56.1511,76.91058,55.85773,14.7487,66.08568,33.91159,22.84402,97.94663,85.61741,23.76561,66.81155,56.43859
6473,3444,256,281,0.905,56.15397,76.91372,55.85981,14.74891,66.09007,33.91238,22.84489,97.94903,85.61957,23.76575,66.81647,56.43919
6474,6476,512,443,1.4488,56.15951,76.92212,55.86614,14.75066,66.09956,33.91533,22.84561,97.95255,85.62266,23.7665,66.82077,56.44044
6475,12844,1024,774,2.4912,56.16292,76.92676,55.86907,14.75018,66.10871,33.91674,22.85006,97.96883,85.63759,23.76976,66.84755,56.44698
6476,7112,512,489,1.5585,56.1687,76.93448,55.87457,14.74962,66.11277,33.9214,22.85149,97.97553,85.64342,23.77185,66.85082,56.45013
6477,7364,512,515,1.5518,56.17178,76.93774,55.87654,14.74985,66.11632,33.92287,22.85474,97.98969,85.65633,23.77477,66.87038,56.45556
6478,3548,256,302,0.9263,56.17347,76.93975,55.87813,14.74948,66.11989,33.92313,22.85556,97.99329,85.65965,23.77549,66.87394,56.45803
6479,7908,512,547,1.7324,56.17693,76.94697,55.88454,14.75002,66.13166,33.92508,22.85808,98.00366,85.67021,23.77734,66.88155,56.46544
6480,12240,1024,739,2.3768,56.18198,76.95344,55.88916,14.74969,66.14554,33.92696,22.86121,98.01692,85.68183,23.78031,66.90253,56.46993
6481,12212,1024,722,2.1988,56.18849,76.96017,55.89351,14.75074,66.15231,33.92932,22.86559,98.03663,85.69846,23.78334,66.9274,56.47734
6482,6184,512,438,1.3992,56.1898,76.96122,55.89357,14.7495,66.15321,33.92939,22.86783,98.04637,85.70777,23.78539,66.94142,56.48221
6483,12248,1024,733,2.423,56.19745,76.97526,55.90506,14.75098,66.17743,33.9349,22.8701,98.05382,85.71397,23.78663,66.9527,56.48505
6484,7768,512,544,1.6676,56.19801,76.97532,55.90447,14.75142,66.1785,33.93463,22.87433,98.07154,85.73142,23.79226,66.98405,56.49258
6485,12044,1024,714,2.2461,56.1985,76.97882,55.90742,14.75227,66.18289,33.93593,22.87832,98.08621,85.74424,23.79595,67.00922,56.49759
6486,3180,256,263,0.869,56.20224,76.98308,55.91071,14.75326,66.19226,33.93744,22.87844,98.08695,85.7449,23.79621,67.01072,56.49784
6487,5320,256,413,1.3051,56.20354,76.98502,55.91151,14.75318,66.19569,33.93658,22.88002,98.09385,85.75241,23.79815,67.02451,56.50104
6488,7380,512,508,1.6558,56.21185,76.99756,55.92147,14.7537,66.21828,33.9414,22.88023,98.0945,85.75296,23.79771,67.02556,56.50134
6489,19588,1024,1094,3.4895,56.21716,77.00761,55.92866,14.75518,66.23478,33.9447,22.88627,98.11869,85.77551,23.80312,67.06126,56.5106
6490,16332,1024,958,3.0409,56.22135,77.01563,55.93457,14.756,66.24905,33.94738,22.89221,98.14024,85.79709,23.80806,67.09781,56.5207
6491,7360,512,507,1.5841,56.22233,77.01665,55.93475,14.75727,66.24698,33.94772,22.89631,98.15424,85.80967,23.81193,67.11391,56.52805
6492,10248,512,677,2.1561,56.22509,77.02022,55.93767,14.75525,66.25135,33.95023,22.90094,98.17091,85.82598,23.81614,67.14192,56.53453
6493,12592,1024,769,2.415,56.23114,77.0258,55.9407,14.75582,66.26186,33.95282,22.9053,98.19191,85.84704,23.82126,67.17732,56.54307
6494,16412,1024,978,3.2038,56.23698,77.03818,55.95001,14.75564,66.28442,33.95709,22.9093,98.20661,85.86221,23.8247,67.20218,56.55074
6495,14596,1024,859,2.6509,56.23996,77.03893,55.95089,14.75471,66.28586,33.95819,22.91407,98.22703,85.88071,23.82718,67.23527,56.55858
6496,14076,1024,814,2.5543,56.24269,77.04569,55.95612,14.75571,66.29229,33.96085,22.91691,98.2401,85.89206,23.82893,67.25685,56.56325
6497,16536,1024,981,3.0841,56.2464,77.05072,55.95847,14.75585,66.3025,33.96217,22.92313,98.2674,85.91735,23.83528,67.30125,56.57469
6498,14468,1024,845,2.6598,56.24774,77.05573,55.96321,14.75606,66.31138,33.9638,22.92941,98.29133,85.93981,23.84109,67.33309,56.58618
6499,5260,256,410,1.3096,56.25166,77.06149,55.96726,14.75624,66.31671,33.96693,22.93105,98.29746,85.94637,23.84217,67.34553,56.58868
6500,7388,512,509,1.6382,56.25234,77.06418,55.96921,14.75699,66.32035,33.96769,22.93287,98.30512,85.9536,23.84363,67.35903,56.59222
6501,33084,2048,1722,5.5278,56.25856,77.08125,55.98223,14.75861,66.34613,33.97487,22.94314,98.34889,85.9968,23.85179,67.42595,56.61286
6502,3196,256,267,0.8547,56.26124,77.0829,55.98306,14.75745,66.34815,33.97546,22.94401,98.35269,86.00011,23.85309,67.42863,56.61573
6503,7760,512,547,1.738,56.2642,77.08741,55.98568,14.75797,66.3544,33.9766,22.9462,98.36244,86.01008,23.8558,67.44564,56.62033
6504,1912,128,183,0.5868,56.26706,77.08946,55.98731,14.7584,66.35881,33.97685,22.94648,98.36373,86.01126,23.85629,67.44858,56.62085
6505,9480,512,610,1.9586,56.26919,77.09207,55.99009,14.75881,66.3682,33.97831,22.94954,98.37536,86.02179,23.85883,67.46876,56.6239
6506,14844,1024,873,2.7973,56.27603,77.10132,55.99742,14.75934,66.38817,33.98157,22.95432,98.39556,86.04033,23.86299,67.50111,56.63186
6507,15580,1024,911,2.9161,56.27896,77.10298,55.99754,14.75973,66.38843,33.98267,22.96051,98.41857,86.06155,23.8698,67.5389,56.64044
6508,11124,512,726,2.3177,56.28271,77.11055,56.00369,14.7616,66.39605,33.98592,22.96499,98.43507,86.07789,23.87308,67.56813,56.64723
6509,3280,256,271,0.8521,56.28458,77.11302,56.0061,14.76227,66.40204,33.98663,22.96612,98.44087,86.08315,23.87535,67.58018,56.64909
6510,7232,512,502,1.6321,56.29028,77.12365,56.01545,14.7634,66.41981,33.99183,22.96699,98.44443,86.08656,23.87612,67.58679,56.65081
6511,16692,1024,996,3.1124,56.29842,77.13661,56.02523,14.765,66.4366,33.99733,22.97079,98.46335,86.10499,23.87913,67.61774,56.65969
6512,23096,2048,1168,3.7745,56.31028,77.15756,56.04166,14.76455,66.47264,34.00508,22.97493,98.4803,86.12239,23.88207,67.64467,56.66732
6513,23576,2048,1232,3.9551,56.31588,77.16613,56.04667,14.76401,66.48805,34.00709,22.98191,98.5089,86.15164,23.889,67.69362,56.67979
6514,5956,256,460,1.3646,56.31771,77.16718,56.04678,14.76468,66.48805,34.00771,22.98393,98.52073,86.16381,23.89069,67.71432,56.68396
6515,15112,1024,909,2.9465,56.3227,77.17418,56.05187,14.76521,66.50153,34.00996,22.98916,98.54026,86.18207,23.89495,67.74674,56.69236
6516,7988,512,545,1.7708,56.32605,77.18089,56.05739,14.76613,66.51014,34.0126,22.99,98.54384,86.18587,23.89586,67.7531,56.69428
6517,16848,1024,1007,3.0916,56.33064,77.18643,56.06106,14.76837,66.52128,34.01338,22.99771,98.57816,86.21848,23.90271,67.79632,56.7136
6518,14700,1024,859,2.854,56.3358,77.1979,56.07048,14.7698,66.54199,34.01733,23.00007,98.58619,86.22614,23.90459,67.81045,56.71717
6519,7020,512,478,1.4931,56.33594,77.19666,56.06919,14.76959,66.53871,34.01719,23.00343,98.60105,86.23933,23.90865,67.83753,56.7223
6520,9556,512,624,1.8739,56.33489,77.19391,56.06657,14.76873,66.53364,34.0159,23.0079,98.62054,86.25925,23.91254,67.87248,56.73023
6521,3480,256,290,0.9111,56.33753,77.19595,56.06792,14.76922,66.54001,34.01569,23.00862,98.6231,86.26181,23.91278,67.87494,56.73171
6522,6356,512,429,1.4033,56.34201,77.20292,56.07383,14.77051,66.55334,34.0189,23.00903,98.62477,86.26328,23.91283,67.87791,56.73215
6523,14028,1024,847,2.7017,56.35095,77.21878,56.08681,14.77185,66.57369,34.02454,23.01152,98.63627,86.27376,23.9154,67.89303,56.73801
6524,14752,1024,870,2.7315,56.35223,77.22075,56.08695,14.77127,66.57198,34.02487,23.01841,98.6614,86.29923,23.92144,67.93546,56.74982
6525,8188,512,580,1.8659,56.3581,77.22891,56.09335,14.77127,66.58599,34.02752,23.01981,98.66721,86.30504,23.92206,67.9458,56.75248
6526,15596,1024,916,2.9647,56.36335,77.23432,56.09697,14.77155,66.5936,34.03039,23.02579,98.68994,86.32634,23.92681,67.98344,56.76145
6527,25728,2048,1329,4.2332,56.36474,77.2359,56.09738,14.77132,66.59678,34.03275,23.03479,98.72968,86.36165,23.93476,68.04451,56.7756
6528,12356,1024,728,2.3206,56.3721,77.24774,56.1065,14.77129,66.60354,34.03871,23.03654,98.73846,86.37049,23.93631,68.0515,56.78168
6529,12064,1024,708,2.234,56.37705,77.25152,56.10868,14.77131,66.61412,34.03818,23.04074,98.75956,86.38965,23.94068,68.05509,56.79852
6530,5628,256,434,1.2887,56.38012,77.25504,56.11115,14.77222,66.61119,34.04025,23.04366,98.77085,86.40062,23.94307,68.07039,56.80415
6531,15552,1024,938,2.8637,56.38363,77.26031,56.11502,14.77312,66.62065,34.04102,23.04873,98.79437,86.42249,23.94666,68.10927,56.81532
6532,10364,512,666,2.0869,56.38365,77.26,56.11353,14.77286,66.62068,34.04004,23.05371,98.81413,86.44175,23.95266,68.14527,56.82439
6533,14164,1024,842,2.6926,56.38913,77.27011,56.1214,14.7727,66.63872,34.04303,23.05771,98.83046,86.45637,23.95632,68.17188,56.83035
6534,14452,1024,837,2.7343,56.39807,77.28507,56.13252,14.77403,66.65723,34.04918,23.06059,98.84088,86.46506,23.9588,68.18491,56.83511
6535,12824,1024,785,2.5016,56.40199,77.29289,56.13915,14.77377,66.67135,34.05259,23.06328,98.85364,86.47652,23.96231,68.20656,56.84007
6536,7224,512,505,1.5798,56.4038,77.29463,56.13973,14.77383,66.67198,34.05314,23.06539,98.86368,86.4862,23.96365,68.22504,56.84437
6537,15036,1024,860,2.7117,56.4036,77.29343,56.13729,14.77412,66.66516,34.05187,23.07121,98.88561,86.50578,23.96805,68.25986,56.85372
6538,7084,512,487,1.5793,56.40798,77.29994,56.14228,14.77561,66.67067,34.05546,23.0732,98.89178,86.51188,23.96912,68.27236,56.85647
6539,6844,512,466,1.5177,56.41219,77.3086,56.14936,14.77626,66.68591,34.05907,23.07353,98.89386,86.51378,23.96928,68.27556,56.85715
6540,4076,256,312,0.9874,56.41105,77.30901,56.15015,14.77571,66.68605,34.05901,23.07441,98.89761,86.51717,23.97029,68.28307,56.85842
6541,13652,1024,778,2.5058,56.41917,77.32385,56.16159,14.77879,66.70404,34.06516,23.0765,98.90507,86.52388,23.97124,68.29481,56.8616
6542,12144,1024,727,2.2586,56.42315,77.33148,56.16744,14.77952,66.7175,34.06819,23.07934,98.91885,86.53692,23.97426,68.31884,56.86715
6543,7764,512,533,1.6628,56.42566,77.33789,56.17266,14.77967,66.72835,34.0711,23.08031,98.92337,86.54129,23.97488,68.3271,56.86945
6544,5740,256,441,1.3616,56.42848,77.34173,56.17554,14.77975,66.73668,34.0726,23.08192,98.93275,86.55156,23.97673,68.34535,56.87458
6545,16104,1024,950,2.989,56.43397,77.34861,56.18046,14.77979,66.74602,34.07603,23.08671,98.9545,86.57197,23.98089,68.37436,56.88362
6546,7040,512,480,1.5694,56.43948,77.35787,56.18792,14.78109,66.75995,34.07988,23.08853,98.9611,86.57793,23.9825,68.38569,56.8864
6547,7636,512,529,1.6777,56.44184,77.36367,56.19254,14.78167,66.76101,34.08311,23.09116,98.97299,86.58879,23.98616,68.38874,56.89661
6548,7084,512,482,1.5625,56.45063,77.37553,56.20209,14.78255,66.78165,34.08852,23.09201,98.97642,86.59214,23.98709,68.39301,56.89797
6549,6376,512,433,1.387,56.45376,77.37988,56.20554,14.78385,66.79137,34.08937,23.09367,98.98301,86.59824,23.98882,68.40516,56.90052
6550,11936,512,781,2.2872,56.45522,77.37873,56.20327,14.78405,66.79375,34.08744,23.09959,99.01077,86.62605,23.99195,68.4503,56.9121
6551,6560,512,452,1.446,56.45945,77.38458,56.20652,14.78545,66.79258,34.09096,23.10101,99.01787,86.63386,23.99413,68.4638,56.91519
6552,7400,512,517,1.6778,56.46473,77.39205,56.21285,14.78706,66.79532,34.09479,23.10243,99.02212,86.63818,23.99472,68.47092,56.91734
6553,7224,512,496,1.5657,56.46889,77.39837,56.21715,14.78899,66.79181,34.09717,23.10569,99.03411,86.64835,23.99688,68.47447,56.92591
6554,11808,1024,702,2.2373,56.4732,77.40451,56.22147,14.78831,66.79876,34.09946,23.10847,99.0473,86.66037,24.00026,68.49467,56.93111
6555,3908,256,317,0.9445,56.47592,77.40795,56.22393,14.78844,66.79821,34.101,23.10909,99.05276,86.6655,24.00183,68.49594,56.93582
6556,14440,1024,837,2.7015,56.47707,77.40738,56.22181,14.78751,66.79442,34.10039,23.11495,99.07492,86.68614,24.0078,68.52842,56.94632
6557,8996,512,586,1.8565,56.47894,77.4104,56.22423,14.78915,66.80169,34.10036,23.11776,99.0865,86.69627,24.01021,68.54446,56.9516
6558,2732,128,257,0.8139,56.48152,77.41286,56.22599,14.78901,66.80406,34.10103,23.11916,99.09021,86.70062,24.0105,68.55319,56.95346
6559,7732,512,521,1.5595,56.48115,77.41013,56.22258,14.78705,66.79312,34.09995,23.12245,99.1052,86.71478,24.01346,68.5737,56.95975
6560,12508,1024,754,2.3998,56.48678,77.4184,56.2286,14.78754,66.79547,34.10432,23.12577,99.11812,86.72661,24.01575,68.5889,56.96667
6561,6544,512,448,1.4005,56.49,77.42147,56.23073,14.78746,66.80031,34.1053,23.12791,99.12613,86.7331,24.01728,68.5914,56.97269
6562,10832,1024,650,2.0595,56.49043,77.42087,56.22969,14.78749,66.79949,34.10457,23.13268,99.14368,86.74962,24.02168,68.62259,56.98031
6563,7112,512,489,1.5766,56.49623,77.42764,56.23467,14.788,66.80556,34.10747,23.13464,99.15169,86.75672,24.02418,68.63566,56.98251
6564,4668,256,359,1.1165,56.49838,77.42927,56.23498,14.78867,66.80488,34.10751,23.13736,99.16121,86.76614,24.02632,68.64689,56.98786
6565,10408,1024,605,1.8658,56.50418,77.43741,56.24098,14.78927,66.81042,34.11114,23.13976,99.17479,86.7789,24.02986,68.6542,56.99845
6566,27480,2048,1441,4.5949,56.51296,77.45367,56.2532,14.78851,66.83732,34.11791,23.14838,99.21517,86.81582,24.03849,68.71494,57.01267
6567,16136,1024,952,2.9281,56.5212,77.46628,56.26319,14.78927,66.86013,34.1222,23.15236,99.23752,86.83663,24.04245,68.74978,57.02062
6568,4768,512,329,1.0868,56.52494,77.47266,56.26829,14.78869,66.86752,34.12548,23.15247,99.23801,86.83703,24.0414,68.74857,57.021
6569,9732,512,636,1.9472,56.52242,77.46859,56.26374,14.7889,66.86299,34.12314,23.15812,99.25934,86.85884,24.04502,68.78476,57.0292
6570,7408,512,521,1.6021,56.52583,77.47305,56.26761,14.79061,66.87404,34.12485,23.16058,99.27073,86.87143,24.04739,68.80574,57.0347
6571,9752,512,640,1.9318,56.52855,77.47555,56.26932,14.79066,66.88104,34.12566,23.1644,99.28825,86.88862,24.04997,68.83828,57.04173
6572,5120,256,398,1.2274,56.53277,77.48124,56.27407,14.79192,66.89422,34.12718,23.16501,99.29265,86.89332,24.05051,68.84708,57.04368
6573,5576,512,393,1.2846,56.53231,77.48234,56.27514,14.79061,66.8957,34.12772,23.16637,99.29721,86.8974,24.05183,68.85532,57.04524
6574,3056,256,256,0.8465,56.5357,77.486,56.27808,14.79085,66.90432,34.1288,23.16653,99.2977,86.89784,24.05165,68.8563,57.04536
6575,12084,1024,717,2.2261,56.54217,77.49837,56.28786,14.79336,66.91445,34.13473,23.16957,99.31195,86.90986,24.05401,68.86658,57.05361
6576,13216,1024,807,2.6092,56.55029,77.51241,56.29955,14.79382,66.93955,34.14027,23.17203,99.3232,86.92038,24.05624,68.88502,57.05866
6577,8100,512,563,1.8028,56.55211,77.51496,56.30146,14.79418,66.94485,34.14068,23.17466,99.3314,86.92873,24.05782,68.89958,57.06292
6578,7344,512,510,1.5374,56.54886,77.51041,56.29704,14.79309,66.93261,34.13943,23.17941,99.34912,86.94736,24.0623,68.93493,57.07045
6579,23304,2048,1201,3.897,56.55527,77.52381,56.30703,14.79384,66.95449,34.14433,23.18599,99.37297,86.97054,24.06781,68.97417,57.08019
6580,12900,1024,778,2.4843,56.55894,77.52692,56.30964,14.79427,66.96239,34.14655,23.19073,99.39267,86.98827,24.07128,69.00683,57.08725
6581,2568,128,237,0.741,56.56145,77.52947,56.31181,14.7936,66.96901,34.1474,23.19103,99.39422,86.98999,24.07118,69.00989,57.08817
6582,6864,512,465,1.492,56.56489,77.53543,56.31654,14.79381,66.97782,34.14981,23.19185,99.39849,86.99358,24.07177,69.01122,57.09084
6583,23264,2048,1188,3.814,56.56881,77.54126,56.32,14.79323,66.98525,34.15228,23.19931,99.42831,87.02128,24.07872,69.05895,57.10369
6584,12620,1024,777,2.4764,56.57405,77.55054,56.32711,14.79448,66.99532,34.15546,23.20156,99.43937,87.03146,24.08082,69.07625,57.10831
6585,14888,1024,885,2.7954,56.58179,77.5627,56.33634,14.79458,67.00988,34.16019,23.20507,99.45313,87.04342,24.08377,69.09736,57.11361
6586,12916,1024,776,2.3814,56.58222,77.56285,56.33647,14.79493,67.0105,34.16057,23.20936,99.4765,87.06326,24.08999,69.11013,57.12808
6587,5996,256,454,1.4092,56.58375,77.56474,56.33755,14.79602,67.01407,34.16084,23.21216,99.48677,87.07381,24.09249,69.13016,57.13264
6588,12612,1024,768,2.4275,56.592,77.57764,56.34794,14.79755,67.03645,34.16506,23.21434,99.49569,87.08175,24.0937,69.14497,57.1362
6589,11980,1024,715,2.2865,56.59783,77.589,56.35664,14.80031,67.0361,34.17243,23.21847,99.51232,87.09769,24.09802,69.16518,57.14595
6590,9328,512,616,1.8924,56.60223,77.5943,56.36087,14.80162,67.04695,34.17415,23.22255,99.52701,87.11153,24.09958,69.19222,57.15116
6591,15476,1024,904,2.8797,56.6075,77.60373,56.36801,14.80106,67.05629,34.17846,23.2277,99.54933,87.13062,24.10375,69.21269,57.16206
6592,12464,1024,753,2.4342,56.61226,77.61261,56.37529,14.80082,67.07246,34.18142,23.23042,99.56105,87.14137,24.10634,69.2325,57.16688
6593,7320,512,498,1.5855,56.61154,77.61015,56.37272,14.8001,67.06517,34.18108,23.23504,99.57629,87.15569,24.10963,69.26058,57.1727
6594,16752,1024,983,3.1776,56.61592,77.61783,56.37834,14.80096,67.07777,34.18454,23.24096,99.59821,87.17674,24.11576,69.29618,57.18217
6595,12072,1024,719,2.2562,56.62137,77.62462,56.38318,14.80207,67.08283,34.1883,23.24518,99.61267,87.1893,24.11826,69.3136,57.18907
6596,4224,256,346,1.0545,56.62613,77.63058,56.38752,14.80342,67.08814,34.19094,23.2462,99.61795,87.19448,24.11832,69.3136,57.19506
